mandante,visitante,resultado,gols_mandante,gols_visitante
corinthians,atletico mineiro,corinthians,1,0
Avai,palmeiras,Avai,4,2
santos,fluminense,fluminense,0,1
cruzeiro,goias,cruzeiro,1,0
botafogo,guarani,empate,1,1
gremio prudente,gremio,gremio prudente,2,0
sao paulo,gremio prudente,empate,1,1
atletico mineiro,internacional,internacional,1,2
vitoria,goias,empate,2,2
flamengo,Avai,empate,1,1
atletico goianense,corinthians,atletico goianense,3,1
gremio,vasco,empate,1,1
atletico pr,santos,atletico pr,2,0
guarani,ceara,empate,1,1
palmeiras,botafogo,empate,2,2
fluminense,cruzeiro,fluminense,1,0
vasco,atletico goianense,vasco,2,0
Avai,atletico mineiro,empate,0,0
gremio prudente,vitoria,empate,0,0
santos,sao paulo,santos,1,0
cruzeiro,gremio,empate,2,2
internacional,flamengo,internacional,1,0
goias,atletico pr,atletico pr,0,2
ceara,palmeiras,empate,0,0
corinthians,guarani,corinthians,3,1
botafogo,fluminense,empate,1,1
sao paulo,ceara,sao paulo,2,1
fluminense,atletico pr,fluminense,3,1
atletico goianense,guarani,empate,1,1
palmeiras,corinthians,empate,1,1
vitoria,botafogo,botafogo,1,3
internacional,gremio,empate,0,0
Avai,goias,Avai,4,1
atletico mineiro,cruzeiro,cruzeiro,0,1
flamengo,vasco,empate,0,0
gremio prudente,santos,santos,1,2
botafogo,atletico mineiro,botafogo,3,0
guarani,Avai,guarani,4,1
corinthians,flamengo,corinthians,1,0
goias,palmeiras,empate,1,1
ceara,atletico goianense,empate,0,0
vasco,vitoria,vasco,1,0
cruzeiro,gremio prudente,empate,0,0
gremio,fluminense,fluminense,1,2
atletico pr,sao paulo,empate,1,1
flamengo,ceara,flamengo,1,0
palmeiras,atletico pr,palmeiras,2,0
atletico goianense,botafogo,botafogo,0,2
atletico mineiro,guarani,atletico mineiro,3,1
sao paulo,cruzeiro,empate,2,2
fluminense,internacional,fluminense,3,0
gremio prudente,vasco,vasco,1,2
Avai,corinthians,Avai,3,2
vitoria,santos,vitoria,4,2
gremio,goias,gremio,2,0
goias,gremio prudente,gremio prudente,1,2
ceara,gremio,ceara,2,1
botafogo,Avai,botafogo,1,0
santos,atletico mineiro,santos,2,0
internacional,atletico goianense,empate,1,1
atletico pr,flamengo,atletico pr,1,0
guarani,palmeiras,empate,0,0
cruzeiro,vitoria,vitoria,0,1
vasco,fluminense,empate,2,2
corinthians,sao paulo,corinthians,3,0
goias,fluminense,fluminense,0,3
botafogo,ceara,botafogo,1,0
Avai,internacional,internacional,0,1
gremio prudente,atletico pr,atletico pr,0,1
sao paulo,vasco,empate,0,0
cruzeiro,corinthians,cruzeiro,1,0
gremio,santos,santos,1,2
vitoria,guarani,empate,1,1
flamengo,atletico mineiro,empate,0,0
palmeiras,atletico goianense,atletico goianense,0,3
santos,goias,santos,2,0
internacional,botafogo,internacional,1,0
vasco,cruzeiro,empate,1,1
ceara,gremio prudente,empate,2,2
corinthians,vitoria,corinthians,2,1
guarani,flamengo,guarani,2,1
atletico mineiro,palmeiras,palmeiras,1,2
fluminense,sao paulo,empate,2,2
atletico goianense,Avai,empate,2,2
atletico pr,gremio,empate,1,1
gremio,guarani,gremio,1,0
vitoria,internacional,empate,0,0
gremio prudente,botafogo,botafogo,0,1
goias,atletico mineiro,atletico mineiro,1,3
cruzeiro,flamengo,cruzeiro,1,0
atletico pr,ceara,atletico pr,2,1
fluminense,palmeiras,empate,1,1
santos,Avai,santos,2,1
sao paulo,atletico goianense,sao paulo,2,1
ceara,vasco,vasco,0,2
corinthians,goias,corinthians,5,1
botafogo,gremio,empate,2,2
flamengo,santos,empate,0,0
guarani,fluminense,guarani,2,1
palmeiras,cruzeiro,cruzeiro,2,3
Avai,atletico pr,atletico pr,0,1
atletico mineiro,sao paulo,sao paulo,2,3
atletico goianense,vitoria,atletico goianense,4,1
internacional,gremio prudente,internacional,2,0
fluminense,ceara,fluminense,3,1
cruzeiro,internacional,cruzeiro,1,0
gremio,atletico goianense,gremio,2,0
goias,guarani,goias,3,1
sao paulo,flamengo,sao paulo,2,0
vitoria,palmeiras,empate,1,1
atletico pr,corinthians,empate,1,1
santos,botafogo,botafogo,0,1
vasco,atletico mineiro,empate,1,1
gremio prudente,Avai,empate,1,1
flamengo,vitoria,empate,2,2
corinthians,gremio,gremio,0,1
atletico goianense,fluminense,atletico goianense,2,1
palmeiras,vasco,empate,0,0
botafogo,sao paulo,botafogo,2,0
atletico mineiro,gremio prudente,atletico mineiro,1,0
Avai,cruzeiro,cruzeiro,1,2
guarani,atletico pr,guarani,1,0
internacional,goias,empate,0,0
ceara,santos,ceara,2,1
santos,atletico goianense,santos,4,2
cruzeiro,guarani,cruzeiro,4,2
goias,botafogo,goias,4,1
atletico pr,atletico mineiro,atletico pr,2,1
fluminense,corinthians,corinthians,1,2
gremio prudente,flamengo,flamengo,1,2
gremio,palmeiras,palmeiras,1,2
vitoria,ceara,empate,0,0
sao paulo,internacional,internacional,1,3
vasco,Avai,empate,1,1
corinthians,gremio prudente,corinthians,3,0
botafogo,cruzeiro,empate,2,2
atletico goianense,atletico pr,atletico pr,1,2
palmeiras,sao paulo,sao paulo,0,2
guarani,santos,empate,0,0
atletico mineiro,vitoria,vitoria,2,3
internacional,vasco,internacional,1,0
flamengo,fluminense,empate,3,3
Avai,gremio,gremio,0,3
ceara,goias,empate,1,1
sao paulo,guarani,sao paulo,2,1
gremio prudente,palmeiras,palmeiras,0,1
cruzeiro,ceara,cruzeiro,2,0
goias,atletico goianense,atletico goianense,1,3
vasco,botafogo,empate,2,2
atletico pr,internacional,atletico pr,1,0
gremio,flamengo,empate,2,2
santos,corinthians,corinthians,2,3
fluminense,atletico mineiro,fluminense,5,1
vitoria,Avai,vitoria,3,0
santos,cruzeiro,santos,4,1
sao paulo,goias,goias,0,3
guarani,vasco,guarani,1,0
atletico goianense,gremio prudente,atletico goianense,3,0
flamengo,palmeiras,palmeiras,1,3
internacional,corinthians,internacional,3,2
vitoria,fluminense,fluminense,1,2
botafogo,atletico pr,empate,1,1
Avai,ceara,Avai,5,0
atletico mineiro,gremio,gremio,1,2
vasco,santos,vasco,3,1
goias,flamengo,empate,1,1
palmeiras,internacional,palmeiras,2,0
gremio prudente,guarani,gremio prudente,4,2
cruzeiro,atletico goianense,cruzeiro,3,0
atletico pr,vitoria,atletico pr,1,0
fluminense,Avai,fluminense,1,0
gremio,sao paulo,gremio,4,2
corinthians,botafogo,empate,1,1
ceara,atletico mineiro,empate,0,0
vasco,goias,vasco,3,2
santos,palmeiras,empate,1,1
corinthians,ceara,empate,2,2
gremio prudente,fluminense,empate,1,1
vitoria,gremio,gremio,0,3
cruzeiro,atletico pr,empate,0,0
botafogo,flamengo,empate,1,1
internacional,guarani,internacional,3,0
Avai,sao paulo,empate,0,0
atletico goianense,atletico mineiro,atletico mineiro,2,3
fluminense,santos,santos,0,3
gremio,gremio prudente,gremio,4,0
guarani,botafogo,empate,1,1
ceara,internacional,ceara,1,0
atletico pr,vasco,empate,0,0
sao paulo,vitoria,sao paulo,2,0
atletico mineiro,corinthians,atletico mineiro,2,1
palmeiras,Avai,palmeiras,4,1
goias,cruzeiro,cruzeiro,0,1
flamengo,atletico goianense,flamengo,2,0
santos,atletico pr,santos,2,0
gremio prudente,sao paulo,sao paulo,2,3
vasco,gremio,empate,3,3
cruzeiro,fluminense,cruzeiro,1,0
corinthians,atletico goianense,atletico goianense,3,4
botafogo,palmeiras,empate,0,0
goias,vitoria,goias,1,0
Avai,flamengo,empate,2,2
ceara,guarani,ceara,2,0
internacional,atletico mineiro,internacional,1,0
santos,internacional,santos,1,0
vasco,corinthians,vasco,2,0
flamengo,internacional,flamengo,3,0
atletico pr,goias,atletico pr,2,1
atletico mineiro,Avai,atletico mineiro,2,0
guarani,corinthians,empate,0,0
gremio,cruzeiro,gremio,2,1
atletico goianense,vasco,atletico goianense,2,0
vitoria,gremio prudente,vitoria,2,0
fluminense,botafogo,empate,0,0
sao paulo,santos,sao paulo,4,3
palmeiras,ceara,empate,1,1
botafogo,vitoria,botafogo,1,0
guarani,atletico goianense,atletico goianense,0,1
corinthians,palmeiras,corinthians,1,0
ceara,sao paulo,ceara,2,0
goias,Avai,goias,1,0
atletico pr,fluminense,empate,2,2
vasco,flamengo,empate,1,1
santos,gremio prudente,gremio prudente,2,3
cruzeiro,atletico mineiro,atletico mineiro,3,4
gremio,internacional,empate,2,2
flamengo,corinthians,empate,1,1
fluminense,gremio,fluminense,2,0
sao paulo,atletico pr,sao paulo,2,1
atletico goianense,ceara,empate,1,1
internacional,santos,empate,1,1
vitoria,vasco,vitoria,4,2
palmeiras,goias,palmeiras,3,2
gremio prudente,cruzeiro,cruzeiro,0,2
atletico mineiro,botafogo,botafogo,0,2
Avai,guarani,Avai,1,0
santos,vitoria,empate,1,1
internacional,fluminense,empate,0,0
botafogo,atletico goianense,botafogo,3,2
guarani,atletico mineiro,empate,0,0
goias,gremio,gremio,0,2
cruzeiro,sao paulo,sao paulo,0,2
corinthians,Avai,corinthians,4,0
ceara,flamengo,empate,2,2
vasco,gremio prudente,vasco,2,1
atletico pr,palmeiras,atletico pr,1,0
atletico mineiro,santos,empate,2,2
gremio,ceara,gremio,5,1
atletico goianense,internacional,empate,2,2
sao paulo,corinthians,corinthians,0,2
gremio prudente,goias,gremio prudente,4,1
vitoria,cruzeiro,cruzeiro,0,1
Avai,botafogo,empate,0,0
fluminense,vasco,fluminense,1,0
palmeiras,guarani,palmeiras,1,0
flamengo,atletico pr,atletico pr,0,1
ceara,botafogo,empate,2,2
corinthians,cruzeiro,corinthians,1,0
santos,gremio,empate,0,0
atletico mineiro,flamengo,atletico mineiro,4,1
fluminense,goias,empate,1,1
internacional,Avai,Avai,2,3
atletico goianense,palmeiras,atletico goianense,3,0
guarani,vitoria,empate,1,1
vasco,sao paulo,empate,1,1
atletico pr,gremio prudente,atletico pr,2,1
gremio,atletico pr,gremio,3,1
flamengo,guarani,flamengo,2,1
gremio prudente,ceara,empate,1,1
sao paulo,fluminense,fluminense,1,4
botafogo,internacional,internacional,1,2
palmeiras,atletico mineiro,atletico mineiro,0,2
vitoria,corinthians,empate,1,1
cruzeiro,vasco,cruzeiro,3,1
Avai,atletico goianense,Avai,3,0
goias,santos,santos,1,4
palmeiras,fluminense,fluminense,1,2
corinthians,vasco,corinthians,2,0
flamengo,cruzeiro,cruzeiro,1,2
botafogo,gremio prudente,botafogo,3,1
ceara,atletico pr,empate,1,1
guarani,gremio,gremio,0,3
atletico mineiro,goias,atletico mineiro,3,1
internacional,vitoria,empate,1,1
atletico goianense,sao paulo,empate,1,1
Avai,santos,Avai,3,2
gremio prudente,internacional,internacional,0,3
fluminense,guarani,fluminense,1,0
cruzeiro,palmeiras,cruzeiro,2,1
goias,corinthians,empate,1,1
gremio,botafogo,gremio,3,0
vasco,ceara,vasco,2,0
santos,flamengo,empate,0,0
sao paulo,atletico mineiro,sao paulo,4,0
atletico pr,Avai,atletico pr,1,0
vitoria,atletico goianense,empate,0,0
atletico mineiro,atletico pr,atletico mineiro,3,0
flamengo,Avai,flamengo,4,0
ceara,vasco,vasco,1,3
santos,internacional,empate,1,1
palmeiras,botafogo,palmeiras,1,0
gremio,corinthians,corinthians,1,2
coritiba,atletico goianense,atletico goianense,0,1
figueirense,cruzeiro,figueirense,1,0
fluminense,sao paulo,sao paulo,0,2
america mineiro,bahia,america mineiro,2,1
internacional,ceara,ceara,0,1
botafogo,santos,botafogo,1,0
Avai,atletico mineiro,atletico mineiro,1,3
sao paulo,figueirense,sao paulo,1,0
corinthians,coritiba,corinthians,2,1
bahia,flamengo,empate,3,3
atletico pr,gremio,gremio,0,1
cruzeiro,palmeiras,empate,1,1
vasco,america mineiro,vasco,3,0
atletico goianense,fluminense,fluminense,0,1
palmeiras,atletico pr,palmeiras,1,0
ceara,botafogo,empate,2,2
fluminense,cruzeiro,fluminense,2,1
figueirense,atletico goianense,figueirense,2,0
flamengo,corinthians,empate,1,1
gremio,bahia,gremio,2,0
coritiba,vasco,coritiba,5,1
america mineiro,internacional,internacional,2,4
santos,Avai,santos,3,1
atletico mineiro,sao paulo,sao paulo,0,1
cruzeiro,santos,empate,1,1
Avai,america mineiro,empate,2,2
sao paulo,gremio,sao paulo,3,1
vasco,figueirense,empate,1,1
internacional,palmeiras,empate,2,2
corinthians,fluminense,corinthians,2,0
bahia,atletico mineiro,empate,1,1
atletico goianense,ceara,atletico goianense,4,1
botafogo,coritiba,botafogo,3,1
atletico pr,flamengo,empate,1,1
fluminense,bahia,bahia,0,1
america mineiro,cruzeiro,empate,1,1
palmeiras,Avai,palmeiras,5,0
gremio,vasco,empate,1,1
figueirense,atletico pr,figueirense,2,0
ceara,sao paulo,sao paulo,0,2
flamengo,botafogo,empate,0,0
coritiba,internacional,empate,1,1
atletico mineiro,atletico goianense,empate,2,2
flamengo,atletico mineiro,flamengo,4,1
atletico pr,bahia,bahia,0,2
cruzeiro,coritiba,cruzeiro,2,1
Avai,fluminense,fluminense,0,1
corinthians,sao paulo,corinthians,5,0
botafogo,gremio,botafogo,2,1
ceara,palmeiras,ceara,2,0
internacional,figueirense,internacional,4,1
atletico goianense,vasco,vasco,0,1
vasco,cruzeiro,cruzeiro,0,3
gremio,Avai,empate,2,2
america mineiro,flamengo,flamengo,2,3
figueirense,santos,figueirense,2,1
bahia,corinthians,corinthians,0,1
sao paulo,botafogo,botafogo,0,2
palmeiras,atletico goianense,palmeiras,2,0
coritiba,ceara,coritiba,3,1
fluminense,atletico pr,fluminense,3,1
atletico mineiro,internacional,internacional,0,4
santos,america mineiro,santos,1,0
internacional,atletico pr,internacional,1,0
cruzeiro,gremio,cruzeiro,2,0
Avai,bahia,empate,2,2
corinthians,vasco,corinthians,2,1
ceara,atletico mineiro,ceara,3,0
flamengo,sao paulo,flamengo,1,0
botafogo,atletico goianense,empate,1,1
coritiba,figueirense,coritiba,3,0
america mineiro,palmeiras,empate,1,1
vasco,internacional,vasco,2,0
sao paulo,cruzeiro,sao paulo,2,1
atletico pr,Avai,empate,0,0
fluminense,flamengo,flamengo,0,1
gremio,coritiba,gremio,2,0
bahia,botafogo,empate,1,1
atletico goianense,corinthians,corinthians,0,1
figueirense,ceara,empate,1,1
palmeiras,santos,palmeiras,3,0
atletico mineiro,america mineiro,atletico mineiro,2,0
corinthians,internacional,corinthians,1,0
vasco,atletico pr,vasco,2,1
coritiba,fluminense,coritiba,3,1
atletico goianense,Avai,Avai,0,1
santos,atletico mineiro,santos,2,1
ceara,america mineiro,ceara,4,0
internacional,sao paulo,sao paulo,0,3
cruzeiro,bahia,cruzeiro,2,1
palmeiras,flamengo,empate,0,0
figueirense,gremio,empate,0,0
botafogo,corinthians,corinthians,0,2
Avai,internacional,internacional,1,3
sao paulo,atletico goianense,empate,2,2
atletico pr,botafogo,atletico pr,2,1
america mineiro,figueirense,empate,0,0
flamengo,ceara,empate,1,1
corinthians,cruzeiro,cruzeiro,0,1
bahia,coritiba,empate,0,0
fluminense,palmeiras,fluminense,1,0
atletico mineiro,vasco,vasco,1,2
atletico goianense,cruzeiro,atletico goianense,2,0
botafogo,Avai,botafogo,2,1
atletico mineiro,fluminense,atletico mineiro,1,0
gremio,america mineiro,empate,1,1
coritiba,sao paulo,sao paulo,3,4
santos,flamengo,flamengo,4,5
figueirense,palmeiras,palmeiras,0,1
vasco,bahia,empate,1,1
ceara,atletico pr,ceara,2,1
flamengo,gremio,flamengo,2,0
cruzeiro,botafogo,botafogo,0,1
palmeiras,atletico mineiro,palmeiras,3,2
sao paulo,vasco,vasco,0,2
fluminense,ceara,fluminense,4,0
internacional,atletico goianense,empate,0,0
Avai,corinthians,Avai,3,2
atletico pr,santos,atletico pr,3,2
america mineiro,coritiba,coritiba,1,3
bahia,figueirense,bahia,3,1
corinthians,america mineiro,corinthians,2,1
gremio,atletico mineiro,empate,2,2
figueirense,botafogo,figueirense,2,0
ceara,Avai,Avai,0,3
cruzeiro,flamengo,flamengo,0,1
coritiba,palmeiras,empate,1,1
vasco,santos,vasco,2,0
sao paulo,bahia,sao paulo,3,0
fluminense,internacional,fluminense,2,0
atletico goianense,atletico pr,atletico pr,0,3
flamengo,coritiba,flamengo,1,0
palmeiras,gremio,empate,0,0
atletico mineiro,figueirense,figueirense,1,2
internacional,cruzeiro,internacional,3,2
santos,ceara,santos,1,0
atletico pr,corinthians,empate,1,1
america mineiro,fluminense,america mineiro,3,0
bahia,atletico goianense,bahia,2,1
Avai,sao paulo,sao paulo,1,2
botafogo,vasco,botafogo,4,0
santos,corinthians,empate,0,0
sao paulo,atletico pr,empate,2,2
atletico goianense,santos,atletico goianense,2,0
cruzeiro,Avai,cruzeiro,5,0
botafogo,america mineiro,botafogo,4,2
corinthians,ceara,empate,2,2
vasco,palmeiras,vasco,1,0
coritiba,atletico mineiro,coritiba,3,0
figueirense,flamengo,empate,2,2
gremio,fluminense,gremio,2,1
bahia,internacional,empate,1,1
atletico pr,cruzeiro,atletico pr,2,1
Avai,vasco,vasco,0,2
fluminense,figueirense,fluminense,3,0
ceara,gremio,ceara,3,0
internacional,botafogo,internacional,1,0
santos,coritiba,coritiba,2,3
atletico mineiro,corinthians,corinthians,2,3
flamengo,atletico goianense,atletico goianense,1,4
palmeiras,bahia,empate,1,1
america mineiro,sao paulo,empate,1,1
cruzeiro,ceara,cruzeiro,1,0
botafogo,atletico mineiro,botafogo,3,1
corinthians,figueirense,figueirense,0,2
sao paulo,palmeiras,empate,1,1
internacional,flamengo,empate,2,2
Avai,coritiba,empate,0,0
atletico goianense,gremio,atletico goianense,1,0
atletico pr,america mineiro,empate,2,2
bahia,santos,santos,1,2
vasco,fluminense,empate,1,1
santos,fluminense,santos,2,1
coritiba,atletico pr,empate,1,1
america mineiro,atletico goianense,atletico goianense,1,2
fluminense,botafogo,botafogo,1,2
flamengo,vasco,empate,0,0
palmeiras,corinthians,palmeiras,2,1
santos,sao paulo,empate,1,1
gremio,internacional,gremio,2,1
ceara,bahia,ceara,3,0
figueirense,Avai,Avai,2,3
atletico mineiro,cruzeiro,cruzeiro,1,2
corinthians,gremio,corinthians,3,2
vasco,ceara,vasco,3,1
atletico goianense,coritiba,atletico goianense,3,1
atletico pr,atletico mineiro,atletico mineiro,0,1
cruzeiro,figueirense,figueirense,2,4
sao paulo,fluminense,fluminense,1,2
botafogo,palmeiras,botafogo,3,1
internacional,santos,empate,3,3
Avai,flamengo,Avai,3,2
bahia,america mineiro,empate,0,0
figueirense,sao paulo,sao paulo,1,2
atletico mineiro,Avai,atletico mineiro,2,0
fluminense,atletico goianense,fluminense,3,2
flamengo,bahia,bahia,1,3
palmeiras,cruzeiro,empate,1,1
coritiba,corinthians,coritiba,1,0
america mineiro,vasco,america mineiro,4,1
gremio,atletico pr,gremio,4,0
ceara,internacional,empate,1,1
botafogo,ceara,botafogo,4,0
internacional,america mineiro,internacional,4,2
Avai,santos,santos,1,2
sao paulo,atletico mineiro,sao paulo,2,1
atletico goianense,figueirense,empate,1,1
atletico pr,palmeiras,empate,2,2
cruzeiro,fluminense,fluminense,1,2
bahia,gremio,gremio,1,2
vasco,coritiba,vasco,2,0
corinthians,flamengo,corinthians,2,1
santos,cruzeiro,santos,1,0
america mineiro,Avai,empate,2,2
palmeiras,internacional,internacional,0,3
figueirense,vasco,empate,1,1
fluminense,corinthians,fluminense,1,0
ceara,atletico goianense,empate,1,1
coritiba,botafogo,coritiba,5,0
flamengo,atletico pr,atletico pr,1,2
gremio,sao paulo,gremio,1,0
atletico mineiro,bahia,atletico mineiro,2,0
atletico goianense,atletico mineiro,atletico goianense,1,0
vasco,gremio,vasco,4,0
sao paulo,ceara,sao paulo,4,0
botafogo,flamengo,empate,1,1
corinthians,santos,santos,1,3
Avai,palmeiras,empate,1,1
bahia,fluminense,bahia,3,0
atletico pr,figueirense,empate,0,0
internacional,coritiba,empate,1,1
cruzeiro,america mineiro,empate,0,0
america mineiro,santos,santos,1,2
coritiba,cruzeiro,coritiba,2,1
bahia,atletico pr,bahia,1,0
fluminense,Avai,fluminense,3,1
sao paulo,corinthians,empate,0,0
atletico mineiro,flamengo,empate,1,1
figueirense,internacional,empate,1,1
palmeiras,ceara,palmeiras,1,0
gremio,botafogo,botafogo,0,1
vasco,atletico goianense,empate,1,1
atletico pr,fluminense,empate,1,1
santos,figueirense,figueirense,2,3
flamengo,america mineiro,flamengo,2,1
botafogo,sao paulo,empate,2,2
internacional,atletico mineiro,internacional,2,1
corinthians,bahia,corinthians,1,0
Avai,gremio,gremio,1,2
cruzeiro,vasco,vasco,0,3
ceara,coritiba,ceara,3,2
atletico goianense,palmeiras,empate,1,1
palmeiras,america mineiro,empate,1,1
bahia,Avai,bahia,3,2
fluminense,santos,fluminense,3,2
sao paulo,flamengo,flamengo,1,2
vasco,corinthians,empate,2,2
atletico mineiro,ceara,empate,1,1
figueirense,coritiba,empate,0,0
atletico pr,internacional,atletico pr,2,0
gremio,cruzeiro,gremio,2,0
atletico goianense,botafogo,atletico goianense,2,0
gremio,santos,gremio,1,0
cruzeiro,sao paulo,empate,3,3
coritiba,gremio,coritiba,2,0
botafogo,bahia,empate,2,2
america mineiro,atletico mineiro,empate,0,0
santos,palmeiras,santos,1,0
internacional,vasco,internacional,3,0
flamengo,fluminense,flamengo,3,2
corinthians,atletico goianense,corinthians,3,0
ceara,figueirense,empate,1,1
Avai,atletico pr,Avai,3,0
america mineiro,ceara,america mineiro,4,1
Avai,atletico goianense,empate,2,2
gremio,figueirense,figueirense,1,3
sao paulo,internacional,empate,0,0
bahia,cruzeiro,empate,0,0
corinthians,botafogo,botafogo,0,2
flamengo,palmeiras,empate,1,1
atletico mineiro,santos,atletico mineiro,2,1
fluminense,coritiba,fluminense,3,1
atletico pr,vasco,empate,2,2
ceara,flamengo,flamengo,0,1
figueirense,america mineiro,figueirense,2,1
botafogo,atletico pr,botafogo,2,0
santos,gremio,gremio,0,1
cruzeiro,corinthians,corinthians,0,1
internacional,Avai,internacional,4,2
palmeiras,fluminense,fluminense,1,2
atletico goianense,sao paulo,atletico goianense,3,0
coritiba,bahia,empate,0,0
vasco,atletico mineiro,vasco,2,0
santos,botafogo,santos,2,0
palmeiras,figueirense,figueirense,1,2
fluminense,atletico mineiro,atletico mineiro,0,2
america mineiro,gremio,empate,2,2
Avai,botafogo,Avai,3,2
internacional,corinthians,empate,1,1
sao paulo,coritiba,empate,0,0
bahia,vasco,vasco,0,2
atletico pr,ceara,atletico pr,1,0
cruzeiro,atletico goianense,cruzeiro,3,2
flamengo,santos,empate,1,1
santos,atletico pr,santos,4,1
ceara,fluminense,fluminense,1,2
botafogo,cruzeiro,botafogo,1,0
vasco,sao paulo,empate,0,0
gremio,flamengo,gremio,4,2
corinthians,Avai,corinthians,2,1
figueirense,bahia,figueirense,2,1
atletico goianense,internacional,internacional,0,1
coritiba,america mineiro,coritiba,3,1
atletico mineiro,palmeiras,atletico mineiro,2,1
bahia,sao paulo,bahia,4,3
botafogo,figueirense,figueirense,0,1
atletico mineiro,gremio,atletico mineiro,2,0
santos,vasco,santos,2,0
america mineiro,corinthians,america mineiro,2,1
flamengo,cruzeiro,flamengo,5,1
Avai,ceara,ceara,1,2
atletico pr,atletico goianense,atletico pr,2,1
internacional,fluminense,fluminense,1,2
palmeiras,coritiba,coritiba,0,2
